author,ai_lines,total_lines,is_ai_commit,commit_id,date,message
yooocen,26,26,true,d738ac18dc055e657fed200b32e9f2012fcf4049,2026-05-15 10:32:42,feat: add post-rewrite hook to prune orphaned CSV records
yooocen,0,1,true,61eb050f40b70bfdceab60ba64ea35c35ed9b748,2026-05-15 10:35:51,chore: add config.json to gitignore
yooocen,13,13,true,4e480c15ea39517aa98c9ce2cbd83f0d2fb77d39,2026-05-15 16:47:27,"fix: inject missing post-rewrite hook, add --experimental-vm-modules for low Node compatibility"
yooocen,1,8,true,195246d154f4238f0695768baea1edf5162fcefe,2026-05-15 16:55:03,"fix: remove stale config.ignore reference from opencode lib, clean up duplicate Claude hooks"
yooocen,20,36,true,e6ce99fd432beaa808e3069a1a8531471d2cac1d,2026-05-15 18:10:08,fix: fix install.js test failures with default hookScripts and deployCommands fallback
yooocen,39,39,true,be17a01914bc60727c9355860148ab361e147b02,2026-05-15 18:17:19,fix: fix all 18 failing unit tests
yooocen,49,49,true,1890199ef7d2277430a4fa9d63ee28ca40103bd1,2026-05-15 21:37:09,docs: add Claude Code and opencode installation instructions to README
yooocen,23,33,true,369fcf610353b4f4223296b4fb91f07063122603,2026-05-15 21:52:53,"fix: hardcode claude-code-hook.js path to .claude/skills/, clean old hooks on uninstall"
yooocen,119,157,true,ed404838e10db0ab24154dccea43fb165df5c273,2026-05-15 22:24:34,"fix: deterministic skillRelativeDir, restore three-branch install logic, add branch tests"
yooocen,273,287,true,4362998f11895f90eee107138a4dbda2b1cb3786,2026-05-15 22:50:55,"fix: Windows process tree detection for detectActiveTool, Bash tracking for opencode plugin"
yooocen,161,165,true,09a272e2042454b29774fa3a56abeee233ad34cb,2026-05-15 22:56:22,test: add 5 unit tests for opencode Bash tool tracking
yooocen,12,562,true,9fcf72f14a578a4d82804b6b4db4b807abdfa1c4,2026-05-15 23:22:56,fix: Bash hook replaces pending lines instead of skipping already-tracked files
yooocen,0,50,true,1ba1d43fa8aedee7b82013157cff90a3744c2c70,2026-05-15 23:26:31,fix: include staged files in Bash hash capture so cp sync after git add is tracked
yooocen,296,304,true,da0968ab5b8fb63b8f857013136143b9ecabd967,2026-05-15 23:32:28,"fix: restore scripts/ thin wrappers that delegate to lib/, not raw cp"
yooocen,1,101,true,a30a7d47dd6cd9a01a3fc2c1b17dadd069ed9e3f,2026-05-15 23:54:52,Add test file with 100 lines
yooocen,0,100,true,f91583ada33a44046fa6452369189d50256c9b6e,2026-05-15 23:57:20,Add test file with 100 lines
yooocen,100,100,true,945c767cc6461cf22d7b64f7f921c081eb0fcc0e,2026-05-16 00:06:16,添加100行测试文件
yooocen,100,100,true,82eeecdb717fc149cc2e0a7ecb284e312ff18c7c,2026-05-16 00:08:44,Add 100-line test file for AI tracking verification
yooocen,4,110,true,a1a740e40bcbe3cd3719f9664d6fc89e8e7626d5,2026-05-16 00:18:25,fix: use single-slot snapshot for Bash tracking instead of toolUseId-based Map
yooocen,74,74,true,e5decefd4690fc8a8fa5e442411279d25f5ec41f,2026-05-16 10:31:13,feat: move tracking suffix to end of commit message body
yooocen,0,16,true,f45aff4dc1b66e3ef69fc9e36ab0293dd7bc3b4d,2026-05-16 10:44:13,fix: sync claude skills copy with suffix position and config logging changes
yooocen,47,144,true,e20a48de67ea6b621ff68e604c6d1502c9e0f604,2026-05-16 10:53:49,fix: detect bash file changes in handleBashBefore as fallback for unreliable tool.execute.after
yooocen,0,3,true,94014a350fa775657946c6fcbbb2081279df3c5a,2026-05-16 10:56:55,test: verify cp-based file changes are tracked by bash fallback
yooocen,0,0,true,94f9dc8d6423234bc28d554bd8201875cd77bee0,2026-05-16 11:29:59,Allow config.json to be committed to repo instead of gitignored
yooocen,23,23,true,6583bf3b2493ed72244b55f90dc085e974794c1d,2026-05-16 11:34:43,fix: treat empty tracking_commit_suffix as no suffix instead of falling back to default
yooocen,1,1,true,988a16e0ea04f04231bbc3255eb3185a006bb44c,2026-05-16 11:39:10,fix: correct glob matching in shouldIgnore to not skip .gitignore and similar files
yooocen,15,15,true,03b6f4f10bf7f6c719aa1a010dbc7c98619bee7a,2026-05-16 11:45:47,"docs: add troubleshooting entries for bash fallback, glob matching, and empty suffix bugs"
yooocen,21,21,true,6f4fe70777c8c4993738a5b7b31ac91220cd6a56,2026-05-17 10:00:54,"test: add cube, factorial, fibonacci, isPalindrome test functions"
yooocen,0,24,false,5d1b2833a21749ccd0749c4440b54f2c559dd042,2026-05-19 14:22:57,Fix Windows install command path resolution
yooocen,0,365,false,5748833e614ea05de4290bd12656a677644bf336,2026-05-23 09:15:31,fix: track AI lines after file rename
yooocen,0,4,true,a3b2ff50ffb069dadb5d4002ccc02fc4c2a338e2,2026-05-23 09:43:30,docs: add troubleshooting entry for file rename before commit causing pending lines mismatch
yooocen,11,11,false,4ea03ec4651061bdfeb3031e99f6f62c7d272a7a,2026-06-04 10:36:29,修复会修改其他人的csv的bug
yooocen,35,35,false,6900a518bfa374dd0a4f9b5609f93e276c191a78,2026-06-04 10:53:28,同步代码到skill文件夹
yooocen,50,50,false,072cab8541322889e59fcf64bfb27d8c6fd3600c,2026-06-04 11:56:07,解决bug
yooocen,4,85,false,256c8ac339bd7abad66aa0b24d2fc74261e8da14,2026-06-04 22:01:01,"fix: restore appendRecord for auto_tracking_commit false, update docs"
yooocen,127,127,true,5d674504c6017d58f1abdbfc22591dc9aae76b99,2026-06-30 10:02:13,fix: skip tracking commit when CSV already included in commit (auto_tracking_commit true)
yooocen,1,1,true,f0107641429c22012b35143efe2d23f779ffd220,2026-06-30 10:05:12,chore: bump version to v1.0.2
yooocen,10,10,true,169c9da92f8c556cad9d775deabd15e597bce937,2026-06-30 10:19:00,fix: correct GitHub repo URL from ai-commit-statistic-skill to git-code-tracker
yooocen,15,15,true,b05ea670bbde508700969a9d59f698128a4fed2f,2026-06-30 10:30:42,fix: correct updater paths for scripts/commands/SKILL.md in release tarball
yooocen,78,78,true,90f7bc3e9216af940eab06004b3be4f62933d443,2026-06-30 10:56:25,fix: sync .claude skill dir during upgrade and rollback
yooocen,3,3,true,8f999d4ce891cf0786bfc5d7f1dc61aa254c8ff3,2026-07-04 09:42:39,refactor: move claude-code-hook.js to dedicated src/claude-code/ folder
yooocen,166,166,true,4b32305b90a9b9ce48d0e8ae4e9e45d76f2f9a08,2026-07-04 09:54:02,docs: add bundle.js refactoring design spec
yooocen,29,29,true,aaa4300dd24ff43f9b4f2b2f9b90709ae45a2241,2026-07-04 10:01:51,"docs: address spec review feedback (lib/ cleanup on both sides, build example, symbol count)"
yooocen,276,276,true,875ecc7dacfd59122d9ec04d3fc83b242f3e1efc,2026-07-04 10:18:07,docs: add bundle.js implementation plan
yooocen,17,17,true,94c9fdfc7d4ddbe0935519ad0a545ea6af923064,2026-07-04 10:27:03,plan(bundle-js): replace unsafe wrapper smoke test with safe checks
yooocen,2,505,true,f327aa20d976aba6c4eb7b8422509c7d5f0e7cb9,2026-07-04 10:30:08,build: add esbuild devDependency and build script
yooocen,5053,5053,true,7721895a8604cd17083c3b19d9e7cc1ce89d9d35,2026-07-04 10:30:56,"build: add barrel, esbuild build script, and bundle.js (TDD)"
yooocen,141,141,true,02dff6bf47a543269d520382bd2861dac310c54f,2026-07-04 10:32:31,refactor(updater): extract applyReleaseFiles helper (TDD)
yooocen,11,11,true,5f2584ff3014c4e9f0feb6d831749ea0ad2984e7,2026-07-04 10:34:23,refactor(wrappers): import from ./bundle.js instead of ../lib (11 files)
yooocen,0,0,true,ea43178b8ecc7e6b46be2e2816b778be5e428361,2026-07-04 10:35:02,chore: remove obsolete lib/ trees (replaced by bundle.js)
yooocen,22,24,true,b0690f897b4ecb83b628d3788376047d8651c97c,2026-07-06 11:48:45,feat: add package script to zip skills dirs as release artifact
yooocen,6,6,true,f9868aa187141457b3bb198bdbf98dcf7c55e61a,2026-07-06 11:52:48,fix(tracker): prevent bash fallback from stealing baseline for long commands
yooocen,1,1,true,5ce98664b88ff10d8e8d45fc328dae9493df6ffd,2026-07-06 14:08:48,chore: bump version to 1.0.3
yooocen,848,848,true,3b8e6897ebe2955293826b94940afa3f46e8b46e,2026-07-07 14:19:37,fix(tracker): resolve race condition in bash change detection for fast commands
yooocen,9,9,true,722e020acc96221e8db779a8517b878775bfebb9,2026-07-07 14:23:33,docs: 记录快速 Bash 命令 baseline 竞态问题及修复方案
yooocen,105,105,true,a8b9b5d08d66d5b4261487c3335dd38afcd43568,2026-07-07 15:30:25,refactor: 配置项键名由 snake_case 改为小驼峰
yooocen,4994,4994,true,e4b2d4cdb2eab871bb4661b9181b5b3d49a69756,2026-07-07 15:47:59,refactor: 用 src→lib 递归拷贝替代 bundle.js 打包
yooocen,88,88,true,d23811ca66b99f54c4c2febb86b6150894f5ae20,2026-07-14 11:32:31,fix: updater 的 SKILL_DIR 动态解析 .opencode/.claude/.cac，不再硬编码
yooocen,59,59,true,f1fbb449e0a189bf438346b76888bdddeb531701,2026-07-14 11:36:07,fix: git hook 运行时动态检测 .opencode/.claude/.cac 三个可用目录
